Year,rate,averageRating,Wikipedia movie ID,Freebase movie ID,Movie name,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Movie release year,startYear,Primary Country,Adjusted_Revenue,Log_Revenue
1998.0,1.5856626139566985,7.5,2666318,/m/07whr3,Get real,1152979.0,110.0,"{""/m/02h40lc"": ""English Language""}","['England', 'United Kingdom']","['LGBT', 'Coming of age', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Romantic drama', 'Romance Film', 'Teen']",1998,1998,England,1828235.6949771803,13.95786045304698
1997.0,1.6110332157800056,6.6,13161775,/m/02z9bx6,I think i do,345478.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']",1997,1997,United States of America,556576.5333212448,12.752687138866472
1941.0,17.5821050244593,7.2,172299,/m/0175k8,Dumbo,1600000.0,64.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"[""Children's/Family"", 'Animation', 'Musical', ""Children's"", 'Fantasy', ""Children's Fantasy"", 'Animated Musical', 'Drama', 'Music', 'Family Film']",1941,1941,United States of America,28131368.03913488,14.285514812209815
1990.0,1.979247007045148,7.4,571311,/m/02r6sh,An angel at my table,1054638.0,158.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","['United States of America', 'Australia', 'New Zealand', 'United Kingdom']","['Biography', 'Drama', 'Feminist Film', 'World cinema', 'Biopic [feature]']",1990,1990,United States of America,2087389.105016081,13.86870908624055
2005.0,1.3224702574807106,7.4,4865862,/m/0crnh6,Little manhattan,1117920.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic comedy', ""Children's"", 'Coming of age', 'Comedy', 'Romance Film', 'Family Film', 'Teen']",2005,2005,United States of America,1478415.950242836,13.926981268304269
2006.0,1.281463427791386,7.6,4886461,/m/0csmjl,Who killed the electric car?,1764304.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Political cinema', 'Documentary', 'Indie', 'Inventions & Innovations']",2006,2006,United States of America,2260891.051506053,14.38326740309729
2009.0,1.2057476095720854,7.4,22837134,/m/063zzkb,A town called panic,166688.0,76.0,"{""/m/064_8sq"": ""French Language""}","['France', 'Belgium', 'Luxembourg']","['Adventure', 'World cinema', ""Children's/Family"", 'Stop motion', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Family-Oriented Adventure']",2009,2009,France,200983.65754435176,12.02388507975902
1935.0,18.87013659748916,6.8,7046343,/m/0h1v19,A midsummer night's dream,1229000.0,142.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic comedy', 'Roadshow theatrical release', 'Black-and-white', 'Fantasy', 'Comedy', 'Romance Film']",1935,1935,United States of America,23191397.87831418,14.021712202217492
2003.0,1.404354970883401,6.7,3904788,/m/0b62y7,Dot the i,306224.0,92.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'Spain', 'England', 'United Kingdom']","['Thriller', 'Erotic thriller', 'Drama', 'Psychological thriller']",2003,2003,United States of America,430047.1966037986,12.632075404855886
2005.0,1.3224702574807106,6.7,1032266,/m/03_zr8,Mozart and the whale,84447.0,94.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Drama', 'Romantic drama', 'Romance Film', 'Comedy-drama']",2005,2005,United States of America,111678.64583347357,11.343891239303051
2008.0,1.200924619133797,7.4,26500986,/m/0bh990y,On the way to school,399581.0,81.0,{},['Turkey'],"['World cinema', 'Documentary']",2008,2008,Turkey,479866.66023810173,12.898174279696931
2004.0,1.3674342462350548,7.6,2141418,/m/06ptw1,Mysterious skin,1524966.0,99.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'Netherlands']","['Drama', 'Gay Interest', 'Coming of age', 'Gay', 'Gay Themed']",2004,2004,United States of America,2085290.7327440865,14.237483328445252
1956.0,9.496635653236778,6.9,13912560,/m/03cn1c5,23 paces to baker street,1000000.0,103.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Thriller', 'Crime Fiction', 'Adventure', 'Action Thrillers', 'Mystery', 'Drama', 'Crime Thriller', 'Action']",1956,1956,United States of America,9496635.653236778,13.815511557963774
1994.0,1.7450604176310205,6.6,5141818,/m/0d4q15,Country life,360957.0,118.0,"{""/m/02h40lc"": ""English Language""}","['Australia', 'New Zealand']","['World cinema', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",1994,1994,Australia,629891.7731668403,12.796516887056285
1952.0,9.745074409607884,7.6,1623363,/m/05hhdq,5 fingers,1350000.0,108.0,"{""/m/02hwyss"": ""Turkish Language"", ""/m/02h40lc"": ""English Language"", ""/m/05zjd"": ""Portuguese Language"", ""/m/04306rv"": ""German Language""}",['United States of America'],"['Thriller', 'Drama', 'Black-and-white', 'Spy']",1952,1952,United States of America,13155850.452970644,14.115615891155079
1956.0,9.496635653236778,7.5,1880039,/m/06381t,The harder they fall,1350000.0,109.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Thriller', 'Crime Fiction', 'Film à clef', 'Crime Drama', 'Black-and-white', 'Sports', 'Drama', 'Film noir']",1956,1956,United States of America,12820458.13186965,14.115615891155079
2001.0,1.4596416173771387,7.3,3439619,/m/09cgwl,Read my lips,1600000.0,119.0,"{""/m/064_8sq"": ""French Language""}",['France'],"['Thriller', 'Crime Fiction', 'World cinema', 'Psychological thriller', 'Drama', 'Romantic drama', 'Romance Film']",2001,2001,France,2335426.587803422,14.285514812209815
1995.0,1.697529589135234,6.7,6838264,/m/0grwkk,Funny bones,532268.0,128.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'England', 'United Kingdom']","['Drama', 'Family Drama', 'Comedy-drama', 'Comedy', 'Slapstick']",1995,1995,United States of America,903540.6793498327,13.184904279629153
1997.0,1.6110332157800056,6.8,1988806,/m/06c753,Lolita,1147784.0,137.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'France']","['Black comedy', 'Romance Film', 'Drama', 'Film adaptation']",1997,1997,United States of America,1849118.148540838,13.953344556092176
2009.0,1.2057476095720854,7.5,22470129,/m/05znxnw,Outrage,269032.0,89.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['LGBT', 'Political cinema', 'Documentary']",2009,2009,United States of America,324384.6908983973,12.502589327639745
2010.0,1.1867594582402414,7.4,26273704,/m/0b73p7y,Restrepo,1436391.0,93.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['War film', 'Documentary']",2010,2010,United States of America,1704650.6049811586,14.177644971839301
1933.0,19.88312327031557,6.7,18070237,/m/047nd02,Double harness,493000.0,69.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romance Film', 'Drama', 'Comedy', 'Black-and-white']",1933,1933,United States of America,9802379.772265576,13.108266481420335
1940.0,18.461210275682262,6.9,62693,/m/0gy6m,The long voyage home,580129.0,100.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Film adaptation', 'Black-and-white', 'Action/Adventure', 'Drama', 'War film', 'Action']",1940,1940,United States of America,10709883.456021275,13.271007495338484
1995.0,1.697529589135234,7.8,2069950,/m/06k1j_,The celluloid closet,1400591.0,102.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'France', 'United Kingdom', 'Germany']","['LGBT', 'Indie', 'Film', 'History', 'Gender Issues', 'Social issues', 'Documentary']",1995,1995,United States of America,2377544.6647765064,14.152405562349458
2003.0,1.404354970883401,7.3,3901054,/m/0b5yzp,Noi the albino,1317132.0,93.0,"{""/m/064_8sq"": ""French Language"", ""/m/01gmkg"": ""Icelandic Language""}","['Iceland', 'Denmark', 'United Kingdom', 'Germany']","['Drama', 'Comedy-drama', 'Coming of age', 'Comedy', 'World cinema']",2003,2003,Iceland,1849720.8715095958,14.090967962718441
2008.0,1.200924619133797,6.9,21851051,/m/05p9yny,The secrets of jonathan sperry,1264275.0,96.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Christian film', 'Family Drama', 'Period piece', ""Children's"", 'Drama', 'Family Film']",2008,2008,United States of America,1518298.9728553812,14.05001018428346
2003.0,1.404354970883401,7.3,4966348,/m/0cxjl0,The snow walker,201149.0,90.0,"{""/m/02h40lc"": ""English Language""}",['Canada'],"['Action/Adventure', 'Drama', 'Adventure', 'Indie']",2003,2003,Canada,282484.59803822526,12.211806177377934
2007.0,1.246559754660881,6.9,12746058,/m/02x30r4,Towelhead,675662.0,124.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}",['United States of America'],"['Drama', 'Coming of age', 'Indie', 'Film adaptation']",2007,2007,United States of America,842253.0569536802,13.42344971001228
2008.0,1.200924619133797,7.4,17470255,/m/0479tjc,Tyson,942049.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Sports', 'Crime Fiction', 'Boxing', 'Documentary']",2008,2008,United States of America,1131329.8365303744,13.755813630706147
2006.0,1.281463427791386,7.4,6852012,/m/0gslf1,Jesus camp,1013596.0,84.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Christian film', 'Drama', 'Documentary']",2006,2006,United States of America,1298886.2045556377,13.82901594823725
1997.0,1.6110332157800056,7.1,376485,/m/0211pk,Cube,595727.0,92.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",['Canada'],"['Thriller', 'Science Fiction', 'Horror', 'Psychological thriller', 'Escape Film']",1997,1997,Canada,959735.9845369754,13.297539466037412
1956.0,9.496635653236778,6.9,3599765,/m/09p2c8,Beyond a reasonable doubt,1100000.0,80.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Black-and-white', 'Film noir']",1956,1956,United States of America,10446299.218560455,13.910821646859095
1953.0,9.66773254921417,7.9,1564113,/m/05brls,The big heat,1250000.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Crime Fiction', 'Black-and-white', 'Drama', 'Suspense', 'Film noir']",1953,1953,United States of America,12084665.686517714,14.038654909278163
1994.0,1.7450604176310205,7.6,155271,/m/014bhr,Three colors: white,1464625.0,91.0,"{""/m/064_8sq"": ""French Language"", ""/m/05qqm"": ""Polish Language""}","['France', 'Poland']","['World cinema', 'Mystery', 'Drama', 'Comedy', 'Romantic drama', 'Black comedy', 'Romance Film']",1994,1994,France,2555859.1141728335,14.19711047773885
1981.0,2.8453443761917265,7.3,5542682,/m/0drqjb,Possession,1113538.0,123.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","['France', 'West Germany']","['Thriller', 'Horror', 'Supernatural', 'Surrealism', 'Psychological thriller', 'Erotic thriller', 'Drama']",1981,1981,France,3168399.085975783,13.923053789763111
1994.0,1.7450604176310205,7.1,1419513,/m/05005q,Dance me outside,304852.0,91.0,"{""/m/02h40lc"": ""English Language""}",['Canada'],"['Ensemble Film', 'Drama', 'Indie', 'Film adaptation']",1994,1994,Canada,531985.1584356519,12.627584972192905
2009.0,1.2057476095720854,6.9,23814420,/m/06_xjwg,World's greatest dad,295750.0,99.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Black comedy', 'Satire', 'Drama', 'Indie', 'Comedy']",2009,2009,United States of America,356599.85553094425,12.597273163069067
1953.0,9.66773254921417,6.7,7053488,/m/0h244w,The story of three loves,1350000.0,122.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Musical']",1953,1953,United States of America,13051438.94143913,14.115615891155079
2004.0,1.3674342462350548,7.7,2567839,/m/07njn_,Rory o'shea was here,23844.0,104.0,"{""/m/02h40lc"": ""English Language""}","['France', 'Ireland', 'United Kingdom']","['Drama', 'Indie', 'Comedy']",2004,2004,France,32605.102167228648,10.079329830732325
1951.0,9.930230823390431,7.1,2229439,/m/06xpq8,No highway in the sky,1150000.0,98.0,"{""/m/02h40lc"": ""English Language""}",['United Kingdom'],"['Disaster', 'Drama']",1951,1951,United Kingdom,11419765.446898997,13.955273369904273
1988.0,2.186260410006014,7.9,597576,/m/02txgy,The thin blue line,1209846.0,106.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Crime Fiction', 'Mystery', 'Indie', 'Documentary']",1988,1988,United States of America,2645038.412004136,14.006004463296927
1934.0,19.28527960263392,7.2,15141609,/m/03hjv97,The merry widow,861000.0,99.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic comedy', 'Period piece', 'Black-and-white', 'Musical', 'Pre-Code', 'Comedy', 'Drama', 'Romantic drama', 'Romance Film']",1934,1934,United States of America,16604625.737867806,13.66585094484938
2008.0,1.200924619133797,7.1,20425100,/m/04zww8x,Night and day,208859.0,115.0,"{""/m/064_8sq"": ""French Language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}",['South Korea'],"['Drama', 'World cinema']",2008,2008,South Korea,250823.9150276657,12.249419450033539
2009.0,1.2057476095720854,7.7,23889556,/m/076x7zt,American casino,46514.0,89.0,{},['United States of America'],"['Culture & Society', 'Business', 'Finance & Investing', 'Political cinema', 'Social issues', 'Documentary']",2009,2009,United States of America,56084.14431163598,10.74753012020266
1993.0,1.790431988489427,7.3,295972,/m/01r7nl,Thirty two short films about glenn gould,1567543.0,93.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","['Finland', 'Netherlands', 'Canada', 'Portugal']","['Biography', 'Period piece', 'Drama', 'Biopic [feature]', 'Music', 'Musical Drama']",1993,1993,Finland,2806579.130532682,14.265020621270692
1996.0,1.6480869797429456,7.8,15242361,/m/03hn15f,A moment of innocence,37598.0,78.0,"{""/m/032f6"": ""Persian Language"", ""/m/02hwm04"": ""Farsi, Western Language""}","['France', 'Iran']","['Parody', 'Biography', 'World cinema', 'Comedy-drama', 'Satire', 'Drama', 'Comedy', 'Romance Film']",1996,1996,France,61964.77426437527,10.534732733279633
2008.0,1.200924619133797,7.4,18486103,/m/04f52y4,Felon,36756.0,104.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Crime Fiction', 'Thriller', 'Action', 'Prison', 'Drama']",2008,2008,United States of America,44141.18530088184,10.512083962693172
2006.0,1.281463427791386,7.0,3843878,/m/02vkdjr,Outsourced,703042.0,103.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic comedy', 'Indie', 'Workplace Comedy', 'Drama', 'Comedy', 'Romance Film']",2006,2006,United States of America,900922.6112013115,13.463173335351799
2009.0,1.2057476095720854,6.9,23697548,/m/06zq5hg,Mai mai miracle,75529.0,95.0,"{""/m/03_9r"": ""Japanese Language""}",['Japan'],"['Japanese Movies', 'Family Film', 'Anime', 'Drama', 'Animation']",2009,2009,Japan,91068.91120337004,11.232285207307493
1999.0,1.5515289764742644,6.8,3170133,/m/08wvf1,Solomon & gaenor,165485.0,104.0,"{""/m/083tk"": ""Welsh Language"", ""/m/0880p"": ""Yiddish Language"", ""/m/02h40lc"": ""English Language""}",['United Kingdom'],"['Romantic drama', 'Romance Film', 'Drama', 'Period piece']",1999,1999,United Kingdom,256754.77267184365,12.016641878076122
1992.0,1.84414494814411,6.9,8454726,/m/02740q8,Savage nights,662341.0,126.0,"{""/m/064_8sq"": ""French Language""}","['France', 'Italy']","['LGBT', 'Erotic Drama', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama', 'Biographical film']",1992,1992,France,1221452.809098718,13.403537317833079
2010.0,1.1867594582402414,7.0,27742828,/m/0b6k0rq,The lottery,54543.0,80.0,{},['United States of America'],['Documentary'],2010,2010,United States of America,64729.42113079749,10.906762994377685
1924.0,15.10585770715428,8.0,73930,/m/0jsjm,Greed,274827.0,246.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}",['United States of America'],"['Silent film', 'Drama', 'Black-and-white']",1924,1924,United States of America,4151497.5560840894,12.523900726424964
1949.0,10.854010406197974,7.1,2679044,/m/07xfgm,The reckless moment,717188.0,82.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Melodrama', 'Drama', 'Film noir', 'Crime Drama']",1949,1949,United States of America,7784366.015200312,13.483094683172183
1935.0,18.87013659748916,6.6,13956883,/m/03cpcgy,Annie oakley,620000.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Action/Adventure', 'Biographical film', 'Drama', 'Western', 'Black-and-white']",1935,1935,United States of America,11699484.69044328,13.3374763699232
1951.0,9.930230823390431,7.1,3941513,/m/0b7vpn,The mob,1050000.0,87.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Crime Fiction', 'Crime Thriller', 'Film noir']",1951,1951,United States of America,10426742.364559952,13.864301674514206
2010.0,1.1867594582402414,7.0,30408196,/m/0g5q34q,Heartbeats,588383.0,97.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}",['Canada'],"['LGBT', 'Indie', 'World cinema', 'Drama', 'Comedy', 'Black comedy', 'Romantic drama', 'Romance Film']",2010,2010,Canada,698269.0903177679,13.285135074953567
1938.0,18.33017260514547,7.1,5118109,/m/0d3h4s,Vivacious lady,1206000.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy', 'Black-and-white']",1938,1938,United States of America,22106188.161805436,14.00282048545632
2011.0,1.1499607153490712,7.2,34768346,/m/0j3dg0x,The other f word,53200.0,98.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Musical', 'Drama', 'Comedy', 'Documentary']",2011,2011,United States of America,61177.91005657059,10.881832472145556
1984.0,2.4891227532456845,7.2,1338461,/m/04txpl,Birdy,1455045.0,120.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Drama', 'Period piece', 'Film adaptation', 'Coming of age', 'War film']",1984,1984,United States of America,3621785.616496367,14.190548073208257
2001.0,1.4596416173771387,7.0,2838499,/m/085zx5,The grey zone,517872.0,108.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",['United States of America'],"['Period piece', 'Historical fiction', 'Drama', 'Indie']",2001,2001,United States of America,755907.5236743336,13.15748531743645
2000.0,1.5005115826636986,7.0,5496661,/m/0dpf8g,Bread and roses,533479.0,110.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","['Spain', 'Switzerland', 'France', 'Italy', 'United Kingdom', 'Germany']","['Drama', 'Indie', 'Political drama']",2000,2000,Spain,800491.4186078472,13.187176860736331
2009.0,1.2057476095720854,7.9,21545922,/m/05h2c50,About elly,1350000.0,119.0,"{""/m/032f6"": ""Persian Language"", ""/m/04306rv"": ""German Language""}",['Iran'],"['Mystery', 'Drama', 'World cinema']",2009,2009,Iran,1627759.2729223152,14.115615891155079
1957.0,9.19325813478875,6.7,2640146,/m/07tmk2,The shiralee,920000.0,99.0,"{""/m/02h40lc"": ""English Language""}","['Australia', 'United Kingdom']",['Drama'],1957,1957,Australia,8457797.484005649,13.732130035981154
2009.0,1.2057476095720854,8.1,20401848,/m/04z_3pm,Mary and max,1725381.0,92.0,"{""/m/0880p"": ""Yiddish Language"", ""/m/02h40lc"": ""English Language""}","['Australia', 'New Zealand']","['Indie', 'World cinema', 'Stop motion', 'Tragicomedy', 'Comedy-drama', 'Animation', 'Period piece', 'Drama', 'Comedy', 'Black comedy', 'Clay animation']",2009,2009,Australia,2080374.0163510942,14.360959033206688
1935.0,18.87013659748916,7.4,61483,/m/0gnd3,The informer,950000.0,91.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Drama', 'Political drama', 'Black-and-white']",1935,1935,United States of America,17926629.767614704,13.76421831620775
1997.0,1.6110332157800056,7.6,7672286,/m/0kvdx1,The thief,1126506.0,96.0,"{""/m/06b_j"": ""Russian Language""}",['Russia'],"['Drama', 'World cinema']",1997,1997,Russia,1814838.583775471,13.934632252772102
2009.0,1.2057476095720854,7.5,14369179,/m/03d1v5c,The secret of kells,739454.0,78.0,"{""/m/02h40lc"": ""English Language""}","['France', 'Belgium', 'Ireland']","['Family Film', ""Children's/Family"", 'Adventure', ""Children's Fantasy"", 'Animation']",2009,2009,France,891594.8928885168,13.51366870735446
1990.0,1.979247007045148,7.3,10087485,/m/02q1clr,Rosencrantz & guildenstern are dead,739104.0,117.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'United Kingdom']","['Parody', 'Absurdism', 'Existentialism', 'Comedy-drama', 'Period piece', 'Comedy']",1990,1990,United States of America,1462869.379895097,13.513195273734537
2004.0,1.3674342462350548,7.1,1127093,/m/048lh4,Mean creek,603951.0,87.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Crime Fiction', 'Tragedy', 'Indie', 'Drama', 'Suspense', 'Coming of age']",2004,2004,United States of America,825863.2804479076,13.311250003560353
2011.0,1.1499607153490712,7.6,33638304,/m/0hgq853,Weekend,834285.0,97.0,{},[],"['Romance Film', 'Drama']",2011,2011,,959394.9754049998,13.63433154821479
1934.0,19.28527960263392,7.0,8049233,/m/026pqmj,Of human bondage,592000.0,83.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Pre-Code', 'Romance Film', 'Drama', 'Black-and-white', 'Film adaptation']",1934,1934,United States of America,11416885.524759281,13.291263603053904
2006.0,1.281463427791386,6.7,9235373,/m/02815nw,Behind the mask: the rise of leslie vernon,69136.0,91.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Media Satire', 'Mockumentary', 'Horror', 'Cult', 'Horror Comedy', 'Slasher', 'Comedy']",2006,2006,United States of America,88595.25554378526,11.143845322311495
1952.0,9.745074409607884,6.8,26640523,/m/0bhbwgk,Diplomatic courier,1400000.0,97.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Thriller', 'Action Thrillers', 'Mystery', 'Drama', 'Action', 'Spy']",1952,1952,United States of America,13643104.173451038,14.151983508870947
2011.0,1.1499607153490712,7.3,33270910,/m/0c1sm3j,In darkness,1024295.0,145.0,"{""/m/05qqm"": ""Polish Language"", ""/m/0cjk9"": ""Ukrainian Language"", ""/m/0gtg"": ""\ud801\udc16\ud801\udc32\ud801\udc49\ud801\udc4b\ud801\udc4c\ud801\udc32"", ""/m/0880p"": ""Yiddish Language"", ""/m/04306rv"": ""German Language""}","['Poland', 'Canada', 'Germany']","['Historical fiction', 'Drama']",2011,2011,Poland,1177899.010928477,13.839516105311075
2000.0,1.5005115826636986,6.6,3099675,/m/08rcnn,Chuck & buck,1182065.0,97.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Drama', 'Black comedy', 'Comedy-drama', 'Comedy', 'Indie']",2000,2000,United States of America,1773702.223961365,13.982774312952774
1984.0,2.4891227532456845,8.2,5766332,/m/0f3jf1,The times of harvey milk,29802.0,87.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['LGBT', 'Biography', 'Television movie', 'History', 'Law & Crime', 'Political cinema', 'Gender Issues', 'Documentary']",1984,1984,United States of America,74180.83629222789,10.302364338567436
1940.0,18.461210275682262,7.7,2728423,/m/07_cx8,Waterloo bridge,1250000.0,109.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romance Film', 'Drama', 'Black-and-white', 'War film']",1940,1940,United States of America,23076512.844602827,14.038654909278163
2008.0,1.200924619133797,7.5,21945570,/m/05p15qs,Tokyo sonata,940430.0,119.0,"{""/m/03_9r"": ""Japanese Language""}",['Japan'],"['Japanese Movies', 'Family Drama', 'Drama', 'World cinema']",2008,2008,Japan,1129385.5395719968,13.754093559800602
1996.0,1.6480869797429456,7.1,3210303,/m/08zj46,Mother night,403701.0,113.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/0880p"": ""Yiddish Language""}",['United States of America'],"['Anti-war', 'Satire', 'Drama', 'War film', 'Anti-war film', 'Spy']",1996,1996,United States of America,665334.3618092069,12.908432261002652
1952.0,9.745074409607884,7.0,1365411,/m/04x04n,My cousin rachel,1300000.0,98.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}",['United States of America'],"['Family Drama', 'Black-and-white', 'Mystery', 'Period piece', 'Drama', 'Romance Film']",1952,1952,United States of America,12668596.732490249,14.077875591662238
2006.0,1.281463427791386,7.4,3371298,/m/09843x,This film is not yet rated,339609.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Media Studies', 'Film', 'Film & Television History', 'Documentary']",2006,2006,United States of America,435196.5132488048,12.73555317939333
2000.0,1.5005115826636986,6.8,7135516,/m/0h61g8,Urbania,1032075.0,105.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['LGBT', 'Indie', 'Film adaptation', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed']",2000,2000,United States of America,1548640.4916776367,13.847082865722955
2012.0,1.1263082422615782,7.9,34822001,/m/0hz6mv2,Marley,1412124.0,145.0,"{""/m/02h40lc"": ""English Language""}","['United States of America', 'United Kingdom']","['Music', 'Biographical film', 'Musical', 'Documentary']",2012,2012,United States of America,1590486.900295389,14.16060622002923
1957.0,9.19325813478875,7.1,23086136,/m/064ppgg,Men in war,1500000.0,104.0,{},['United States of America'],"['Black-and-white', 'Action/Adventure', 'Western', 'Drama', 'War film', 'Action']",1957,1957,United States of America,13789887.202183124,14.220976332738882
1985.0,2.402628140198537,6.7,1637570,/m/05jn1q,Fandango,91666.0,90.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Road movie', 'Period piece', 'Comedy', 'Indie']",1985,1985,United States of America,220239.3110994391,11.425917724337623
2003.0,1.404354970883401,7.5,1567129,/m/05b_8f,Saraband,975181.0,107.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","['Austria', 'Denmark', 'Sweden', 'Italy', 'Germany', 'Finland']","['World cinema', 'Television movie', 'Family Drama', 'Musical', 'Drama', 'Music']",2003,2003,Austria,1369500.284861046,13.790379399226596
1947.0,11.592387026110808,6.8,9170457,/m/027_1bt,The lost moment,734357.0,89.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Docudrama', 'Film adaptation']",1947,1947,United States of America,8512950.559333654,13.50675192711055
1935.0,18.87013659748916,7.8,61519,/m/0gnqr,A tale of two cities,1111000.0,123.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Costume drama', 'Epic', 'Black-and-white', 'Action/Adventure', 'Drama', 'Action', 'Political drama']",1935,1935,United States of America,20964721.75981046,13.920771968711371
1996.0,1.6480869797429456,7.2,946737,/m/03sc3z,Mystery science theater 3000: the movie,1007306.0,75.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],"['Parody', 'Science Fiction', 'Horror', 'Adventure', 'Cult', 'Satire', 'Comedy', 'B-movie']",1996,1996,United States of America,1660127.9032169476,13.822790991176953
1999.0,1.5515289764742644,6.6,32789431,/m/0bbtwng,The color of lies,111143.0,111.0,"{""/m/064_8sq"": ""French Language""}",['France'],"['Crime Fiction', 'Mystery', 'Drama', 'Crime Drama']",1999,1999,France,172441.58503227917,11.618581936828697
1952.0,9.745074409607884,7.1,28076129,/m/0cm8nf4,"Wait till the sun shines, nellie",1250000.0,108.0,"{""/m/02h40lc"": ""English Language""}",['United States of America'],['Drama'],1952,1952,United States of America,12181343.012009855,14.038654909278163
